product_name,review_title,rating,pros,cons,full_content,page_number
Trello,I wish I knew about this 5 years ago!,N/A,Incredible overview of tasks or projects.Ability to sort projects with a label and subtasks.,"I honestly don't have a negative that I can think of. If the software itself doesn't do something well, there is a power-up to add that removes the limited functionality.The only drawback I can think of is the limited use of power-ups unless you pay for the enterprise level.","I wish I knew about this 5 years ago!Rating: 10 out of 10IncentivizedDecember 11, 2019Use Cases and Deployment ScopeI have been using Trello to organize my tasks and set my day up. I have also been using Trello to organize our media content and content schedule. We don't currently use Trello on an o...",7
Trello,Trello Rocks!,N/A,"Categorization of different topics.Notification of any new feeds or card created.Simple to use, everything listed as a discussion threads within a card.",Sub-categorization within a topic.Replying to a response within a card does not have a good visual clue on which thread that response is associated with.,"Trello Rocks!Rating: 7 out of 10IncentivizedDecember 9, 2019Use Cases and Deployment ScopeWe used Trello as a tool for communication with our external customers in a way that we discuss all the features, Q&amp;A and approaches. We also used Trello to communicate with 3rd party service providers to i...",7
Trello,The best and simplest product management tool.,N/A,RoadmapTime ManagementProduct management,Slack automationsGoogle Suite integration,"The best and simplest product management tool.Rating: 9 out of 10IncentivizedDecember 6, 2019Use Cases and Deployment ScopeWe build the roadmap of our product and we manage timing and priorities through Trello. With this software it's really easy to understand what have you done, what you are workin...",7
Trello,Trello changed my world of sales and automation,N/A,CollaborationIntegration with other applicationsNotificationMobile applicationEasy to use,More packages like silver/gold/ platinum at [better] pricesPower ups with GoogleSheet financial integration,"Trello changed my world of sales and automationRating: 10 out of 10IncentivizedNovember 26, 2019Use Cases and Deployment ScopeI currently use it to integrate Google Calendar via Zapier to manage and add new deals to a deal flow board. From there it gets mapped and all documents etc., are added until...",7
Trello,Fantastic dynamic project management tool,N/A,It is an excellent bard/visibility to create tasks/projects and move them once completed.The design is simple and very user-friendly.The use of colors is wonderful and friendly and dynamic.,I don't use it every day but just for projects and it suits us fine as it is.Maybe be able to attach design as we map a lot in the exercise of our job.Attach videos.,"Fantastic dynamic project management toolRating: 10 out of 10IncentivizedNovember 21, 2019Use Cases and Deployment ScopeWe use Trello mainly to manage our projects with the project management team as well as field engineers. We also use it for projects within the office, including events to plan, a ...",7
Trello,A very practical tool to manage and organize small projects,N/A,Easy project management.Great boards feature that facilitates our tasks.The ability to track progress and assign roles.Generating and sharing reports.,Email integration issues.It's not suitable for large teams.,"A very practical tool to manage and organize small projectsRating: 10 out of 10IncentivizedNovember 15, 2019Use Cases and Deployment ScopeWe use Trello across the whole company to manage our social media marketing campaigns that we do for our clients. Trello is a user-friendly platform that allows o...",7
Trello,Looking for a Perfect Generic Management Product? Surprise Surprise!,N/A,Easy maintenance of all projects using the concept of boards.Great UI which in such an affordable budget gives you a professional management use case.It can be used for many use cases if someone is smart and creative.,Definitely no cons.Everything and every aspect points in the direction of the customer. At least that is the case of our scenario.,"Looking for a Perfect Generic Management Product? Surprise Surprise!Rating: 10 out of 10IncentivizedNovember 6, 2019Use Cases and Deployment ScopeTrello is the base or foundation of our company's management. Management covers all the aspects from hiring list maintenance of new joiners or interns to ...",7
Trello,"An excellent tool, easy and without problems.",N/A,It is a great budget tool.Visibility and task management.Create panels very easily.Excellent boards.,It can manage your independent jobs.Trello is good for small or medium projects.It would be great if some premium features were available to all users.,"An excellent tool, easy and without problems.Rating: 9 out of 10IncentivizedOctober 24, 2019Use Cases and Deployment ScopeI like the boards (panels). 2. Easy to track, assign and manage tasks. 3. A free option available to test all the basic functions needed for small businesses and other business o...",8
Trello,Trello is a fantastic option to manage projects and tasks,N/A,Organize projects very well.The tag system is great for prioritizing one task over another.Notifications are perfect to be aware of what is happening during the work day.Trello is a very secure application and keeps data confidential.,"If a project becomes very large, the board system becomes very difficult to keep orderly.Integration with other tools, such as GitHub is a bit complicated and I prefer not to use that.Personalization I see a little limited.","Trello is a fantastic option to manage projects and tasksRating: 9 out of 10IncentivizedOctober 21, 2019Use Cases and Deployment ScopeIn the organization we use Trello to manage the projects we have in process. <b>It is excellent to know what each team member has to do,</b> in the area of web develo...",8
Trello,Effective platform for project management and a great visual planner,N/A,Attractive platform.User friendly.Easy to use.Easy to share projects with team members.Great browser extension.Easy project tracking.Advanced calendar for sharing projects and deadlines.,More project templates are neededMobile app on IOS need more work to be used more effectively,"Effective platform for project management and a great visual plannerRating: 9 out of 10IncentivizedOctober 18, 2019Use Cases and Deployment ScopeTrello platform is used to writing with our marketing department to manage small projects that requires assigning tasks within the team. Trello is a nice p...",8
Trello,Trello is TERRIFIC!,N/A,"Check lists within a task so that if there are multiple parts to a task, you can confirm you've done every part.Visibility so everyone on your team can see what has been done and what needs to get taken care of.Labels so that we can organize by entity and importance of task clearly and color coded.","I feel like the organization of lists is a little clunky and could be a bit more visibly pleasing and easier to read.I think when you start a new list, you should be able to uncheck all tasks with one button so it's not as tedious to do it one by one.There was more room to give directions on tasks so that if someone takes it over, they can get an explanation easier.","Trello is TERRIFIC!Rating: 9 out of 10IncentivizedOctober 17, 2019Use Cases and Deployment ScopeTrello is being used to make sure that tasks imperative to financial close are done on time. It also allows everyone with access to our shared Trello to see what has been done and what has yet to be done....",8
Trello,Trello free version provides simple and effective workflow management for a low budget,N/A,Visually represent project workflow status.Track tasks that need to be completed along with the people assigned to complete those tasks.So easy to use and accessible that compliance is high.,"Yet another cloud service with a subscription, and login to manage for usersDoes provide easy executive reporting","Trello free version provides simple and effective workflow management for a low budgetRating: 8 out of 10IncentivizedOctober 16, 2019Use Cases and Deployment ScopeWe use it primarily to manage our engineer to order design and customer approval workflow. It is used by people across the organization. ...",8
Trello,Open Source Collaboration Software,N/A,Nice DesignKanban Board - Helps to monitor project activitiesVery straight forward and easy to learn.,UI Design can be improved a little more.Chat feature for real-time supportArtificial Intelligence could be integrated.,"Open Source Collaboration SoftwareRating: 9 out of 10IncentivizedOctober 3, 2019Use Cases and Deployment ScopeIt's a great project management tool! Helps to monitor the project tasks by putting them on a digital Kanban board; it's easy to track the status of the tasks and also very convenient for ge...",8
Trello,Simple project and task management that just works!,N/A,Project management.Task organization.Communication threading and archiving.,None,"Simple project and task management that just works!Rating: 10 out of 10IncentivizedOctober 1, 2019Use Cases and Deployment ScopeWe use Trello to collaborate with our website developers. It has been a very effective way to organize projects, tasks, and to-do items, along with all the discussions rela...",8
Trello,Trello - a Great tool for managing Task and Projects!,N/A,,I thought Trello was prefect for your task/project management; but it was my boss who determined how we were going to use it...hmmmm; maybe a suspense system to let me know when I've missed a target date/goal? which may already be in there and we just didn't use it...,"Trello - a Great tool for managing Task and Projects!Rating: 10 out of 10IncentivizedOctober 1, 2019Use Cases and Deployment ScopeTrello is used to help us with our MANY task/projects that we need to keep track off; and keep status of each task/project current so we know where we are at on the proje...",8
Trello,Trello is a great tool for collaborative project management,N/A,Easy to use.Affordable for startups.Good user-interface.,"The sticky notes on the Trello board display limited information. Things such as due dates, comments, project descriptions, and the like are shown after clicking the notes. This makes tracking progress over large scale projects complex.No time-tracking feature - In a world of hard deadlines, lack of a time-stamp feature/deadline feature is a downside for a project management tool.For the free version, the file attachment limit is too low","Trello is a great tool for collaborative project managementRating: 10 out of 10IncentivizedSeptember 30, 2019Use Cases and Deployment ScopeMy colleagues and I love Trello because it allows us to easier track project progress and updates. Each project is made into a board which is then split into pos...",8
Trello,Improves team performance and saves time,N/A,Nice user-interface.Great mobile app.Nice reporting.Progress tracking.Easy to use for managing projects.,Mobile app is not very efficient.,"Improves team performance and saves timeRating: 9 out of 10IncentivizedSeptember 28, 2019Use Cases and Deployment ScopeTrello is used internally in our IT department a quick and easy tool that manages our group projects. We usually depend on Trello for progress tracking and to meet our deadlines wit...",8
Trello,Best web application to manage your tasks,N/A,"Quick view of any tasks, the status, and who is doing it.It's very customizable. You can change colors, positions, background, add new columns, etc.It's very lightweight and offers a good mobile version, so you can work from your phone.","New users might get lost or not know what to do with the application. It needs to have a quick guide to start working with it.No integration to other tools. We would like to be integrated into some control version software and issue trackers to sync development tasks with organization tasks.I haven't found a way to make reports to see how much it took a task to move to another status, see reports by user to know how they spend time on tasks and if they are using the application, etc.","Best web application to manage your tasksRating: 10 out of 10IncentivizedSeptember 27, 2019Use Cases and Deployment ScopeIt is used among developers to handle the current status of projects. Through their different columns, each worker in a project knows the status of each task and who is working on...",9
Trello,Simplicity and efficiency in managing a project,N/A,,"The search options need to get reinforced and improved in a way to allow the search by keywords. It should be easier to look for cards in personal and team boards.When we’d use it for branched and complex projects it was inefficient as it lacked advanced features to serve the project's complexity.The interface also is not the most advanced and in my opinion, they can work on it to make more professional and elegant.","Simplicity and efficiency in managing a projectRating: 8 out of 10IncentivizedSeptember 26, 2019Use Cases and Deployment ScopeWe’re using Trello within teams as each team has its preference. In my team, we use Trello. Trello comes in handy for tasks and projects that require the whole team to be kee...",9
Trello,Nothing is Forgotten!,N/A,Collaboration with team membersOrganizationGet Projects done fasterSuccess with Accomplishing Goals,Unable to Connect with other software to communicate everything.Learning Curve to Use the Tool,"Nothing is Forgotten!Rating: 8 out of 10IncentivizedSeptember 25, 2019Use Cases and Deployment ScopeTrello is used heavy in our business for multiple departments. It is used in our development, finance, and graphic design departments. Trello is a amazing tool to keep all of the many things that need...",9
Trello,"Drag and Drop, Easy to Use Platform",N/A,Event planningTasks assigningTeam communication,Integration with other 3rd party platforms.,"Drag and Drop, Easy to Use PlatformRating: 7 out of 10IncentivizedSeptember 25, 2019Use Cases and Deployment ScopeWe used Trello last year for our marketing activities. It helped us organize our plan &amp; tasks and communicate with our team.ProsEvent planningTasks assigningTeam communicationConsInt...",9
Trello,A must-have tool for every team,N/A,"Colorful boards and cards. Easy on the eyes. You get the whole picture all the time.Countless integrations to external apps like Notion, Slack, Calendar, and Bitbucket provides productive experiences.Easy to manage and user-friendly. Offline kanban management can be done online without any product training.",Having a note-taking feature would help teams to manage observations.,"A must-have tool for every teamRating: 10 out of 10IncentivizedSeptember 25, 2019Use Cases and Deployment ScopeWe use Trello extensively for planning task management across the organization. It really helps us to see what is ahead of us in a single view.ProsColorful boards and cards. Easy on the eye...",9
Trello,"Great for small teams and tasks, not projects",N/A,"It's easy to create a board (or multiple boards) with unique fields to be able to track where a request is at any given moment.The initial set up of a task is very simple with a description, a list of to-dos, a due date, an attachment options.It's visually appealing, with color coding and notifications when a task is due or past due.","We moved away from Trello because we couldn't create subtasks with due dates.There is no way to create dependency.There aren't many other views available, such as the Calendar, or by Member.","Great for small teams and tasks, not projectsRating: 6 out of 10IncentivizedSeptember 25, 2019Use Cases and Deployment ScopeTrello is used solely by our ESP, and so was used by our Email Marketing team as a means to track new projects and have a visual without needing a fully stacked project managem...",9
Trello,Stay on Task by Keeping Your To-Do List Organized!,N/A,"Task manager - Organize and assign tasks as a to-do list.Tag/embed resources, attach files.Easy to use with little to no training needed.","More options for views/user dashboard.Integrate with Google.Additional features/options for reporting, timing, etc.","Stay on Task by Keeping Your To-Do List Organized!Rating: 8 out of 10IncentivizedSeptember 25, 2019Use Cases and Deployment ScopeTrello is being used individually throughout our district as a task manager and to-do list.ProsTask manager - Organize and assign tasks as a to-do list.Tag/embed resources...",9
Trello,"Trello, a great tool for either personal or team work",N/A,"One can easily assign tasks to team members.Very complete free version of a project management tool.You can store information in cards, like files and short format text.","Assign priority to certain cards (easy for sorting).Difficult to work with multiple cards or tasks in the user interface, like for moving, copy/paste, etc.Allow tables as content for comment or description in cards.","Trello, a great tool for either personal or team workRating: 9 out of 10IncentivizedSeptember 24, 2019Use Cases and Deployment ScopeTrello is a very useful project management tool, which allows our team to organize the tasks within our projects and work teams in a very quick and seamless way. With a...",9
Trello,Best PM tool for team-based projects,N/A,"Project Management tool.Collaborative work style. If there's a project with multiple people involved, this is the type of tool that will help you organize work for everyone.Raise visibility among team members of where tasks are and what should be prioritized.Super easy to use. No training needed.","For specialized software development process you won't be able to do things like ""sprint points management"".","Best PM tool for team-based projectsRating: 10 out of 10IncentivizedSeptember 20, 2019Use Cases and Deployment ScopeWe started using it in the Operations department to manage software development projects in a collaborative and agile manner. Soon after starting as a pilot, the whole Operations depar...",9
Trello,Excellent for Day-to-Day Agile Task Management,N/A,Team creation and management.Day-to-day task management.Collaboration.,Reporting is almost non-existent.No dashboards unless you integrate with a third-party tool.Confusing for some users familiar with traditional project management tools.,"Excellent for Day-to-Day Agile Task ManagementRating: 8 out of 10IncentivizedSeptember 20, 2019Use Cases and Deployment ScopeWe use Trello internally to plan and manage Product Development/Research and Development initiatives. We also use Trello to manage client engagements if the client company alr...",9
Trello,An excellent and effective tool for project and team managemnt.,N/A,It is very flexible which does not burdens you at all.Its sign up is free which allows you to have a free trial.It keeps you aware of which tasks are done and which are under process.Helps your team to develop and work in an organized pattern.,It should have more attractive features like time tracker.It should have more trial free time for better usage.It should work accurately for more gadgets.,"An excellent and effective tool for project and team managemnt.Rating: 9 out of 10IncentivizedSeptember 19, 2019Use Cases and Deployment ScopeTrello was used to organize the projects on the basis of the deadline submission. Teams were coordinated accordingly so each teammate should be kept noted abo...",10
Trello,Trello: great for small team collaboration,N/A,"Very simple and intuitiveClear interface, which has a configurable workflow for the item life-cycleItem life-cycle changes are also emailed","User interface layout could be better, seemed old-fashion.UI is cluttered, some items on the header left and some on the right without specific reason (IMHO).","Trello: great for small team collaborationRating: 7 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeIt is used to track, manage and view tasks with a 3rd party contractor. It is used only within the department and allows us a shared workspace with a 3rd party contractor worker.P...",10
Trello,What about Trello?,N/A,Good board overview with plenty of options for customization.Easy edit with context menus and drag-and-drop actions.,Don't know one yet. :),"What about Trello?Rating: 8 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe're using Trello on a project of a new feature in one of our products. We have an overview of the tasks with its status and owners on a single board and many possible changes are at a drag-and-drop act...",10
Trello,Trello Makes Working Fast,N/A,Super quick tool - tasks are opened and moved in split secondsFull visibility and transparencyVery easy to organize tasks into various stages,"I really cannot think of any, it answers all of my needs","Trello Makes Working FastRating: 10 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe are using Trello internally in our division as a tool of communication between myself and an external vendor we work with. Trello allows me to stay up to date in real time on where we stand wi...",10
Trello,Terrific product that can be used for pretty much anything,N/A,User interface is extremely intuitive and easy to useTeam collaboration and assigning of tasks is extremely easy and well doneIt's fairly easy to use Trello to pretty much anything from developing apps and tracking bugs to keeping up with your marketing goals and leads,Keyboard shortcuts and keyboard productivity usage remains rather limited.Last time we checked cards are tied to a single and can't be moved between boards.Apart from that that's one of the best tools on the market that remains our favorite.,"Terrific product that can be used for pretty much anythingRating: 9 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe've been using Trello to manage pretty much all aspects of our organizations from project management to web-development and writing copy. Trello took a rather si...",10
Trello,A great tool to keep non-profit events and projects on time and successful!,N/A,Keeps our To-Do list organized and visibleShares project status with all interested partiesAllows others to contribute to the tracking of the project,Grant Writer in Social Media at Berlin ervation Club (11-50 employees),"A great tool to keep non-profit events and projects on time and successful!Rating: 9 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe use Trello to manage ongoing projects--specifically those that have many balls in the air at the same time and set time schedules that occur th...",10
Trello,"Trello, Blast from the past.",N/A,"Board Collaboration was amazing! The ability to quickly create a new board and invite co-workers/teammates too was so easy.Integrations - Trello, maybe the ability to add information to boards.Flow of the site was very easy to understand and grasp.","Had some limitation on what you can and cannot do with the boards, nothing we really ran into but a few times.The Layout is nice, but they could add some more options on how to view your boards, instead of always scrolling left and right","Trello, Blast from the past.Rating: 7 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe used Trello to organize our teams and to keep track of our open assessments and at the time we utilized it for issue resolution. It worked really well. The only reason we replaced it was due...",10
Trello,Trello is awesome for planning,N/A,Easy to organize tiny tasksEasy to assign tasks,Tasks are limited to one projectTags are not editable,"Trello is awesome for planningRating: 9 out of 10IncentivizedSeptember 18, 2019Use Cases and Deployment ScopeWe use Trello to organize projects at a high-level plan, to understand the amount of work that we need to plan. We also use Trello for tiny tasks that appear when we are developing our projec...",10
Trello,Try Trello! Track Everything!,N/A,Keeps track of ideasKeeps ideas organizedAllows for simple organization,Maybe emailing us every so often when we haven't looked at a board in a while,"Try Trello! Track Everything!Rating: 8 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeTrello is being used across the organization to keep our ideas organized. We work during all hours of the day, so it can be hard to keep track of our ideas. Trello lets us keep track of everyt...",10
Trello,Trello Review,N/A,"Capability to create Boards for different projects.Ability to invite co-workers, friends, etc to collaborate on projects.Capability to control visibility at different levels.",The ability to see completed items after being archived.The ability to see projects on calendar view format.Email alert on upcoming and due cards.,"Trello ReviewRating: 8 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeWe use Trello for work and projects collaboration in the IT department. It allows us to keep track of projects progress and to stay on top of the game with daily and monthly tasks, both individual and team-ba...",10
Trello,Hello Trello! Nice to meet you...again!,N/A,Customized workflow.Accountability of work.Ease of use.,"Show thumbnails for PDFs and PSD files.Offer more options for the ""freemium"" users visually.Fewer steps to delete boards.","Hello Trello! Nice to meet you...again!Rating: 10 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeCurrently, I have used Trello to track incoming projects and create a workflow using Zapier and Google Forms/Sheets that automates all incoming marketing requests into a queue while...",11
Trello,Trello is great at what it does,N/A,Kanban boardOpen sourceEasy to learn and use,Some of the plug ins are difficult to manageAs the teams grow Trello becomes harder to manageBetter with small teams,"Trello is great at what it doesRating: 10 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeWe are using Trello as a project management and workflow tool between multiple teams in our marketing department. Trello solves a few issues that we had having to do with visibility to all ...",11
Trello,Trello: Easy for Small Teams,N/A,"Easy color categorization of the ""Cards"" (which can represent anything from projects to tasks)Ease of use overall - you can divide work into columns and move it from column to column depending on statusYou can create multiple boards, which are spaces to store tasks (for different work contexts, or even private boards)You can easily share boards with another personYou can easily assign tasks (Cards) to personsYou can store information in cards, like files and short format text","Allow tables as content for comment or description in CardsAssign priority to certain cards (easy for sorting)Create an open invite link for others to join/view the Trello board, without edit rights (so people don't need to install/use Trello if they want a quick glance on what's going on)","Trello: Easy for Small TeamsRating: 10 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeSome people in our organization use Trello, and most users are happy to use it as their primary method to plan projects and smaller tasks. For my small Digital Media department (2 persons) we ...",11
Trello,"Very good for personal use, not 100% sure if best for Enterprise",N/A,"Graphically pleasing.Easy to work with, easy to understand.Sharing is easy.",I don't like the pricing on the version that has AD-integration. It is way too much.,"Very good for personal use, not 100% sure if best for EnterpriseRating: 10 out of 10IncentivizedSeptember 17, 2019Use Cases and Deployment ScopeTrello is used by individual users in our organization. It is an easy to use, intuitive and graphically pleasing service. Most people are using it as a plan...",11
Trello,Excellent product for small scale project management,N/A,Project Management is done in a very easy and simple way.Trello helps to collaborate with teams when working on the same projects.The best thing is that there is an option to attach files.Trello has a professional appeal which gives a sense of accomplishment as when tasks are completed within deadlines.Moving cards from one list to another list to update the completion of the task helps my organization to track the progress of the tasks under any project.,The search is not good. It's really hard if we have to search in subcategories.User interface needs to be worked upon.There should be a notification feature which is missing so that we can get notified on desktop/app instead of visiting to see updates.,"Excellent product for small scale project managementRating: 8 out of 10IncentivizedAugust 21, 2019Use Cases and Deployment ScopeOur whole organization uses Trello for project management. We use it to keep track of the issues, bugs or any updates related to web applications or any android, desktop ap...",11
Trello,Can't live without Trello,N/A,"User interface is wonderful: simple, clean and funCommunication between teams is easyVery fast and easy switch between projects and tasks",Security has always have a room for improvement.Free Gantt chart would be great to have.,"Can't live without TrelloRating: 10 out of 10IncentivizedAugust 17, 2019Use Cases and Deployment ScopeWe use Trello a lot. It's simple but very useful. All members of our team use the Trello actively, every day. It's definitely on the list of most useful tools in our company. We use it across the wh...",11
Trello,Easy and fun to use,N/A,Easy to use - Most people intuitively understand how to use it and understand the status of various tasks and projects.Easy to visualize - I can quickly glance at our boards and understand the status of projects and what needs to happen next.Affordable - It's well worth the price in terms of time saved versus other tools.,"It can easily become a cluttered visual mess if you're not careful. I'd like to see some attachments handled differently to help this.Some workflows take a few too many clicks. Nothing time consuming, but seconds add up over time.There are a few quirks when using the desktop app along with power-ups. Very minor but would love to see them addressed.","Easy and fun to useRating: 10 out of 10IncentivizedAugust 16, 2019Use Cases and Deployment ScopeI use Trello to quickly keep track of the various projects and tasks that myself and my team are responsible for. It's solid on its own, but with certain power-ups I'm able to get even more insight into o...",11
Trello,Intuitive tool for team collaboration,N/A,Intuitive - Doesn't require a bunch of training or documentation review to get up and running.Collaborative - Allows multiple users to easily collaborate on projects/tasks.Integration - No shortage of add-ons/plugins giving you the ability to integrate with other tools your organization uses.,Can be tedious to remove cards.Calendar integration could be better.The ability to automate is limited (at least with the free version).,"Intuitive tool for team collaborationRating: 8 out of 10IncentivizedAugust 16, 2019Use Cases and Deployment ScopeWe are a small organization and don't require any kind of enterprise-based, costly software for our project management needs. It's currently used organization-wide. It's our primary tool ...",11
Trello,Trello for all your project management needs,N/A,,"Kanban boards - Not that there's anything wrong with Kanban boards, but Trello is limited to them, whereas other alternatives offer different views you can use.No calendar support - Trello doesn't natively offer support for calendar integration, while other options do.Limited to simple descriptions - If you're hoping to write detailed documents on your board for your different tasks, Trello may not be the best option as you're limited to shorter descriptions.","Trello for all your project management needsRating: 10 out of 10IncentivizedAugust 14, 2019Use Cases and Deployment ScopeTrello is used at my organization to lay out and track team goals and initiatives on a quarterly basis. We use it to split our goals up by teams, and then individual topics. It he...",11
Trello,Trello for Project Tracking,N/A,Customize by creating personalized categories to track tasks.Can add comments to notify team members of issues with email notifications.Can easily search for items and filter down to specific tags.,Trello is not a full-fledged project management application but has enough features to manage a top-level macroscope of tasks.,"Trello for Project TrackingRating: 9 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeTrello is currently being used to track workflow for our development projects. We set up categories for each development life cycle so that each person on our team knows exactly where certain items...",11
Trello,This is my personal review for Trello,N/A,Make as many swimlanes as you want.Commenting and making a thread on a card is quite convenient.You can add background images to your Trello board.,UI is too casual.The font is too casual.,"This is my personal review for TrelloRating: 6 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeMy usage of Trello happened with the Marketing team. Trello was being used to track all ideas and tasks across swimlanes to identify progress and status. Trello is a great tool for projec...",12
Trello,Increase your Effectiveness,N/A,Their search bar allows you to search for keywords.We use their color-coding religiously.The audit trail left behind by each user really helps us track what happens with each card.,"We always accidentally use shortcuts that change things in the card. (Certain keys change cards)Don't like the automatic ""watch"" feature. I don't need to follow a card after leaving a note. I am constantly ""unwatching"" cards.ider integrating construction management plug-ins.","Increase your EffectivenessRating: 10 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeOur company uses Trello as a customer service database. We input basic customer contact info and we are able to schedule calendar follow-ups, tag other users with our questions concerning the cust...",12
Trello,Very good tool for managing task when you have a well defined scope.,N/A,Simple and easy to work withGives you an overall picture of the stateWe can have different boards and switch between them easilyAssigning and tracking task is easy for small scale projects,Difficult to do complex task such as linknig multiple tasks.When there are more items it can get cluttered.Difficulty in measuring effort (in time) on assignments and the impact of ad-hoc tasks.,"Very good tool for managing task when you have a well defined scope.Rating: 7 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeWe used to manage small project tasks, but with Trello it's simple and helps to see tasks at a glance and there progress.ProsSimple and easy to work withGiv...",12
Trello,Great collaboration tool,N/A,Best project management tool.Fast search.Integration with other apps.,Needs more tools for integrations.Lacks budget management and client portals.Cost to completion tracking is missing.,"Great collaboration toolRating: 6 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeTrello is used as a collaboration tool for managing projects. It is a card-based tracking tool which helps you to track projects. It is one of the most used project management tools. We can easily int...",12
Trello,Trello is a simple to-do list app with a different take on project management,N/A,,ultant in Corporate (1-10 employees),"Trello is a simple to-do list app with a different take on project managementRating: 7 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeI personally use Trello as my to-do list and project management tool. It has features to do simple project management but can turn into a full-blow...",12
Trello,The Best Free Project Management Tool Out There,N/A,Powerful free versionMultiple users and can save lots of data (appears to be unlimited storage)Very user-friendly UI,Reporting capabilities within Trello are lackingTrello doesn't offer a ton of customization or have various widgets quite as intuitive as monday.comThere have been times where users have issues with Trello loading for them,"The Best Free Project Management Tool Out ThereRating: 8 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeTrello is currently being used for project management for customers going through our onboarding and training process. We track details about each customers' background, our int...",12
Trello,"Trello - simple, smart and agile!",N/A,Simple drag and drop interfaceLets you plan projects just as you would post-its on a wallProvides a few productivity addon tools.,Could provide a few more integrationsPriced tier is a bit expensive,"Trello - simple, smart and agile!Rating: 10 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeWe use Trello across the company and the engineering department to organize and plan our development work. It's the center of our sprint planning and our scrum/agile meetings. It's simple, e...",12
Trello,For Personal and Small Team Kanban (w/out Swimlanes),N/A,,"Swim Lanes - they are nonexistent. There is a third-party tool to add them but it's buggy as all get outView - I am not sure how to do it but I really wish I didn't have to pick between viewing all cards with no detail or one with all detail. Maybe the ability to collapse and expand?Integrations - It would be amazing if I could easily pop action items from Gmail over to Trello, but right now I can only copy text or upload screenshot attachments.","For Personal and Small Team Kanban (w/out Swimlanes)Rating: 8 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeTrello is used on a person by person bases at my organization. I use Trello as a bit of a to-do list/Kanban board. I know some teams use Trello across their group but it's ...",12
Trello,Kanban workflows made personal and fun,N/A,"Trello is extremely easy to use. You can create a board and get up and running in minutes. It's very easy to add new users, share permissions, create and edit cards, etc.Trello has a fun brand personality and UI. It sounds silly, but I loved being able to set different photographs as backgrounds -- always made me smile. Their documentation and emails are cute and easy to read.Trello is a great value price-wise and offers a very good free membership.",,"Kanban workflows made personal and funRating: 9 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeOur company uses Trello within specific teams, rather than across the entire organization. My team (product content strategy) used Trello for task management up until a few months ago, w...",12
Trello,Trello is an agile project management system for teams with varying needs,N/A,,,"Trello is an agile project management system for teams with varying needsRating: 9 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeMy entire organization utilizes Trello at a number of levels. First, we use it to manage business development by creating a board with business leads, ...",12
Trello,The best app for task management and note taking,N/A,It is great for moving small tasks and allowing people to keep track of them even after handing it off to another person or team.It supports a lot of different development project management styles with point systems and other functionality.The backgrounds and other customizations keep things light and fun.,It is not as good at managing large and especially long-term projects.It doesn't allow you to produce whole documents and collaborate on them.It doesn't have a built-in calendar function.,"The best app for task management and note takingRating: 8 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeTrello is used by our Product, Engineering, and CS Teams. It allows us to collaborate on small and medium-size projects, tackle engineering work, and report and resolve bugs. I...",13
Trello,Trello Boards are Smoth and Simple to Take on Tasks,N/A,It keeps all boards in the forefront.It's making it easy to navigate boards.Mobile and Desktop use is key.,"Trello could use time tracking, but it's not necessary.Trello could add some charts and graphs.Some way to point to everything that has been completed would be nice as well.","Trello Boards are Smoth and Simple to Take on TasksRating: 9 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeTrello is used as a task management tool. The boards are used to create tasks and subdivide them into tasks that people complete. It helps keep many projects at the forefron...",13
Trello,Trello is my favorite project management tool ever!,N/A,"Provides the ability to customize.It's very visual, which makes it easier to use and to view your status.Great graphics for visuals.It's very intuitive to learn -- extensive training is not needed.",I can't think of one thing! This is my personal preference for project management.,"Trello is my favorite project management tool ever!Rating: 10 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeSelected departments use it for project management and communication. I also personally use it for project management. We like the graphics, adaptability, and ability to se...",13
