product_name,review_title,rating,pros,cons,full_content,page_number
Jira,Jira Software has great features available to fulfill most of the technological needs,N/A,Easy customization and integration with multiple applications as per end user requirements.Coding is easy for building and maintaining state of the art software.Workflow creation and management is great.Availability of software at multiple OS platforms.,Manuals are not easily available for hard core coding and software builds.,"Jira Software has great features available to fulfill most of the technological needsRating: 9 out of 10IncentivizedOctober 14, 2021Use Cases and Deployment ScopeJira Software is being used as a planning and tracking module in our organization, and we have successfully integrated various workflows w...",7
Jira,Jira Software: Best SaaS for Software Development Projects!,N/A,"Seamless Integration with development tools such as Slack, Github or Bitbucket.Very customizable workspace; you can choose the components of each task for your board, your own icons, labels and automated workflows.Relate all the issues/tasks with Epics and visualize upcomings results in Product Roadmap.","Likelihood to RecommendJira is well suited for software development companies that want to ensure appropiate use of Scrum Methodology, best tool available on market because of the possible integrations. Is less appropiate to projects such as truction where engineers are used just to have Gant Chart as task management view and where focus the most on scope/budget/time.","Jira Software: Best SaaS for Software Development Projects!Rating: 10 out of 10IncentivizedSeptember 3, 2021Use Cases and Deployment ScopeIn Aura Systems, we use Jira Software as our Project Management Tool. We adopted Agile Methodology and Jira empower us to iterate our products on development. On ...",7
Jira,The ol' workhorse that does what it needs to and slowly gets better,N/A,Extremely configurableGood backlog managementExcellent ticket/issue structureIntegrations,"The UI, though improved greatly over the years, is still often a bit cumbersome.Workflows (in classic Jira) are still painful to configure and use","The ol' workhorse that does what it needs to and slowly gets betterRating: 7 out of 10IncentivizedAugust 23, 2021Use Cases and Deployment ScopeWe are using it across our 20 person product/engineering team to manage our agile product backlog, defects, etc. We have also tried using it with other teams...",7
Jira,Jira for Cross-Departmental Collaboration,N/A,Customization - you can set up your Jira instance however you would like to meet your needs.Streamlines communication between teams. You can add multiple users across departments with different access.Filter and report to view the information you need. This was important for us in locating open bug tickets submitted by Support so we could stay on top of them.,"For someone using Jira for the very first time, it is not the most intuitive system. Maybe some more in-app tooltips would be helpful for users logging in for the first few times.","Jira for Cross-Departmental CollaborationRating: 8 out of 10IncentivizedAugust 23, 2021Use Cases and Deployment ScopeJira was owned by our Product and Development team, however, it was used by my Support team to log bug tickets that needed to be addressed by a developer. It allowed us to provide all...",7
Jira,Jira Software allows quick management of your software backlog with tons of features!,N/A,"Manage tickets, whether with or without SLA.Manage projects using agile including a backlog.Managing tickets for users outside the system with the service desk feature.","Management of the software is very difficult at times, although has improved.Ability to manage resources is really non-existent, there are some plugins but they are ALL buggy (I've tested them all).Better integration with Trello, would love to see this happen. Right now it's very clumsy.","Jira Software allows quick management of your software backlog with tons of features!Rating: 5 out of 10IncentivizedAugust 13, 2021Use Cases and Deployment ScopeMy company currently uses Jira as a Service desk for our IT and circulation departments. One is internal, but for circulation this requires...",7
Jira,Great tool for managing your new projects and sustainment activities,N/A,Notification of changes - I appreciate the email notification when things have been updated in the tickets.The visual workflow is fantastic,"This might just be the way that we use it, but the ownership updates as the ticket progress can be a little clunky.I am not sure why on some tickets I can reassign to the next person and on others, I have to request that the assignment gets changed.","Great tool for managing your new projects and sustainment activitiesRating: 7 out of 10IncentivizedAugust 12, 2021Use Cases and Deployment ScopeFrom my involvement, we use Jira to track requests for sustaining projects in IT. If we do use it for new development, I am not exposed to that. Jira helps ...",7
Jira,"Jira Software provides the advanced feature set that most software teams desire, along with additional tools they never knew they could benefit from",N/A,It helps with assessing burn-downIt helps with assigning work to team membersIt helps with estimating time to complete projects and manage project work,"When looking at past work, Jira Software could benefit from a dedicated screen that displays all completed tickets by a specific personJira Software could use a better mobile interface for quickly seeing tickets assigned to a specific personIntegration with other software like Slack is nice, but a lightweight viewer to view tickets would be beneficial to the user","Jira Software provides the advanced feature set that most software teams desire, along with additional tools they never knew they could benefit fromRating: 10 out of 10IncentivizedAugust 7, 2021Use Cases and Deployment ScopeWe use Jira Software to manage and assign software tickets, track work progr...",7
Jira,"After the initial learning curve, a fairly robust ticketing system",N/A,"Offers a variety of ways to create dashboards to view projects, boards, tickets, etc based on any number of personal preferencesCan easily receive notifications regarding a project's progress when the ticket is updated by being a watcher on the ticketOffers a robust number of settings for a project board's tickets and how they can be created","Is best suited for concrete, clear tasks to be assigned and doesn't work as well for more abstract, loosely defined projectsTo create projects with multiple steps, the use of Epics can become clunky and integrating dependencies into the process is not easily doneIt's not terribly intuitive and a new user of Jira Software likely will have a steep learning curve","After the initial learning curve, a fairly robust ticketing systemRating: 7 out of 10IncentivizedJuly 30, 2021Use Cases and Deployment ScopeThe entire organization uses Jira Software, although to varying levels and in different ways. On my individual team we use it more to plan for upcoming projects...",7
Jira,JIRA: Just in time in the realm of planning advancement,N/A,NotificationsTagging UsersCategory of activity,Attachment sizeNeed to Learn Advanced FeaturesSensitive to Mistyped keys,"JIRA: Just in time in the realm of planning advancementRating: 9 out of 10IncentivizedJuly 28, 2021Use Cases and Deployment ScopeIt is used across all SDLC related projects to track activities and progress of the projects. It is used as a database of all the work we have done in the past and the fix...",7
Jira,Jira making workflow management easy,N/A,Customization of workflows and processes.Allows easy access to updates and communication.Links well with Git.,Customization of colors and formatting.Easier control over emails being sent.,"Jira making workflow management easyRating: 9 out of 10IncentivizedJuly 25, 2021Use Cases and Deployment ScopeJira is currently used as our project management and workflow tool. We use it to keep track of where members of the team are on projects, monitor outstanding jobs, and provide detail around ...",8
Jira,The best task management tool for your projects,N/A,Extensibility through custom add-onsHighly configurable with all its major featuresGreat integration with other Atlassian products,Many features can be too overwhelming for new usersBeing very engineering centric increases complexity to non-technical users,"The best task management tool for your projectsRating: 10 out of 10IncentivizedJuly 23, 2021Use Cases and Deployment ScopeWe use Jira Software in a variety of ways, including as the main issue tracking system for our engineering department and as a task management system for the rest of the organiza...",8
Jira,Let Jira Software handle your issues,N/A,Easy to create and use labels to distinguish types of tickets in IT projectsEasy to track the status of ticketsEasy to create dashboards for management on the status of IT projectsDevelopers and analysts can see transparency of code versioning in Jira Software,"If Jira Software is used more efficiently with other interfaces (e.g., Service NOW), it can be a big win","Let Jira Software handle your issuesRating: 9 out of 10IncentivizedJuly 19, 2021Use Cases and Deployment ScopeJira Software is being used in my organization by all the employees who currently work on projects that require knowledge of business, IT, or finance. It is not a software used by HR, accoun...",8
Jira,an Engineer's Review of Jira,N/A,"Adding a detailed description of the taskTagging different people for commentsAdding pictures, documents etc.","Often adding a picture needs several tries due to ""failed"" error messagesTime tracking is very basic and can certainly improveThe watching option does not always send an email notification with updates, even if it is set to do so","an Engineer's Review of JiraRating: 8 out of 10IncentivizedJuly 15, 2021Use Cases and Deployment Scope[Jira Software] is being used across the organization by all teams to track tasks, deliverables, and document information such as meeting minutes during the course of a project. The product managers...",8
Jira,Go Agile in the right way,N/A,Projects progress tracking.Tracking teams performance.well defined and easy to use tool.friendly and highly customizable.,Creating custom reports could be complicated for non-technical people.Really basic add-ons shouldn't cost.Query requires dev language knowledge.,"Go Agile in the right wayRating: 8 out of 10IncentivizedJuly 11, 2021Use Cases and Deployment ScopeWe use Jira Software mainly for our Engineering department, this includes Software engineers, Dev Ops, IT, and DBAs. We use Jira Software as our main Agile software development process software tool. W...",8
Jira,A reliable issue tracking system for an agile team,N/A,Team collaborationTask managementThird party integrationDocumentationEstimation,Jira on premise allows to easily make mistakes avoidable with Jira on cloudJira on cloud is faster to implement but restrictive compared to on premise,"A reliable issue tracking system for an agile teamRating: 10 out of 10IncentivizedJuly 7, 2021Use Cases and Deployment Scope<div>We use Jira to track every single task that all engineering teams execute. Either for unexpected tasks or for planned tasks that follow the product roadmap, we use Jira to...",8
Jira,How defect management gets seamless with Jira,N/A,Issues tracking.Defect management.Reporting dashboard for defect management.,Project management.Reporting dashboard.Quick filters.,"How defect management gets seamless with JiraRating: 8 out of 10IncentivizedJuly 5, 2021Use Cases and Deployment ScopeJira Software is used by the managed services team. Managed services team uses Jira to report, track and manage defects.This is used as an issue tracking tool at different stages of ...",8
Jira,The most well-rounded project management softare out there!,N/A,Cross-team collaborationIntegration with other vendorsScalability and customizationReporting and custom boards,"Search and reporting can be clunky unless you're technical; some folks working in Jira Software aren't super technical and it makes it difficult for themLimitations on things like file sizes make it difficult to collaborate at times; we need to use a cloud host like Dropbox to host files, such as videos, that are too large","The most well-rounded project management softare out there!Rating: 9 out of 10IncentivizedJune 25, 2021Use Cases and Deployment ScopeOur organization uses Jira Software extensively for the development, engineering, product, design, and support teams. We manage all of our projects within Jira Softwar...",8
Jira,Complete and Highly Customizable Product Lifecycle Management Suite,N/A,"Very customizable, workflows can be defined based on company definitions.Improves communication and access to information. It is easy to understand each item's status, priority, and responsible person.Allows us to prioritize tasks and estimate delivery dates.","May have too many options for small and simple projects, making it a little hard to use for starter users.It is more expensive that other options.Help does not cover all options.","Complete and Highly Customizable Product Lifecycle Management SuiteRating: 8 out of 10IncentivizedJune 20, 2021Use Cases and Deployment ScopeJira was implemented to track all Product development, customizations, and customer production support tasks in the Argentina solution center. Product developm...",8
Jira,The best agile planning and management tool for software development and creative teams,N/A,,Lead ultant - Solutions Architect - Software Engineer in Information Technology at Ghia & Associates Engineering and ulting Group (1-10 employees),"The best agile planning and management tool for software development and creative teamsRating: 10 out of 10IncentivizedJune 16, 2021Use Cases and Deployment Scope<div>I have used Jira Software for at least 8 years in my consulting company and in all projects developed for my clients. I have also imp...",8
Jira,Jira is great for software development lifecycle management,N/A,"Jira is particularly good at holding all our goals and tasks, all of them being well described within the software andJira has integration with a lot of 3rd party toolsNavigation between boards and backlogs is seamless, all of them being linked to each other",Posting URL's in comments is auto-transformed into text preview of that URL and there is no setting to avoid it.Integration with even more 3rd party tools would be nice,"Jira is great for software development lifecycle managementRating: 10 out of 10IncentivizedJune 15, 2021Use Cases and Deployment ScopeJira Software is used to [organize] and track our work. We have multiple backlogs and boards, each team with it's own. It is used across the whole [organization] and ...",9
Jira,Jira - Immediate adoption by our team for backlog management,N/A,Out-of-the-box backlog management with Kanban boardEasy and intuitive customizing for basic requirementsHuge community and marketplace extensions availability,"Confusing set of products to setup a full suite (Jira to Confluence to Service Desk, etc.)Advanced requirements call for an expertMoving to pure-Cloud in the near-future","Jira - Immediate adoption by our team for backlog managementRating: 7 out of 10IncentivizedJune 14, 2021Use Cases and Deployment ScopeJira [Software] is used by delivery teams mostly for backlog management in an SAP context. Developers and analysts can manage and follow-up on their workload by assig...",9
Jira,Review Jira software,N/A,,"ultant in Information Technology (10,001+ employees)","Review Jira softwareRating: 7 out of 10IncentivizedJune 14, 2021Use Cases and Deployment ScopeJira Software is a great interface when it comes to Bug Tracking, centralized usage of board and tasks and gives a better visibility of the tasks which hav been completed, which are in progress, and which w...",9
Jira,Jira review,N/A,Customization - Allows customization as per requirement.Differentiation of elements.Clear visibility of tracking of the issues.,Automation.Better UI.Better integration capabilities.,"Jira reviewRating: 8 out of 10IncentivizedJune 11, 2021Use Cases and Deployment ScopeJira Software is typically used within regulatory and post market surveillance. In our Regulatory Affairs Quality Assurance department of quality world, it is necessary to track defects / issues and take necessary a...",9
Jira,Jira Software tool review from QA perspective,N/A,Error HandlingSwimlanesKanban,Integration with Ghost InspectorTest case bed so all things handled in Jira SoftwareUser Friendly,"Jira Software tool review from QA perspectiveRating: 10 out of 10IncentivizedJune 10, 2021Use Cases and Deployment ScopeWe use it in our entire organization. It addresses the needs of multiple departments with use of multiple projects along with the handling of defects and upcoming projects.ProsErro...",9
Jira,Jira Software => a no-brainer for a growing company,N/A,Simple UIHighly customisableWell familiar,Cloud version sometimes slowFeature roll-out not clear sometimesHard to limit scrum sprints per project,"Jira Software => a no-brainer for a growing companyRating: 8 out of 10IncentivizedJune 5, 2021Use Cases and Deployment ScopeJIRA is used across the entire org, as work item management tool. Each department has its own projects and boards, processes and assignees. It is actually holding the day to da...",9
Jira,"One Stop Solution for All Deployment, Management Questions",N/A,Agile ReportingAfter Sales ServiceScrum BoardsManage Code Deployment,LicensingCommunity EditionHelp SectionTutorials for Novice Users,"One Stop Solution for All Deployment, Management QuestionsRating: 9 out of 10IncentivizedMay 31, 2021Use Cases and Deployment ScopeJira is one application that offers [a] one stop solution for all issue &amp; project tracking, repository management, [and] tasks allocations related work. Our entire o...",9
Jira,Jira Software is a great tool for project and bug tracking.,N/A,,,"Jira Software is a great tool for project and bug tracking.Rating: 9 out of 10IncentivizedMay 25, 2021Use Cases and Deployment ScopeJira Software is used across the firm to track and manage projects, [including] tasks. It addresses prioritizing projects, keeping track of all projects to be worked on...",9
Jira,A typical IS department is better off without Jira Software,N/A,"Cloud-based, web applicationDrag-and-drop functionality within Kanban boardsClean, crisp design that is pleasing to the eye","Does not work well for a traditional IS helpdesk applicationVery difficult, if not impossible, to provision separate security for departments within the same organizationJira's terminology takes a long time to get used to and for end users to learn (and many never do, seemingly)","A typical IS department is better off without Jira SoftwareRating: 6 out of 10IncentivizedMay 17, 2021Use Cases and Deployment ScopeWe were using Jira Software to manage technical projects within the Information Systems department. We had some projects that had a definite schedule with milestones, d...",9
Jira,Jira is a flexible issue and project management software,N/A,Project management.Knowledge sharing.Time management and prioritization.,"The software is too ""old school"" - the UX can be improved.Since it's very flexible, it's also difficult to administer and make changes.It sometimes has performance issues during work.","Jira is a flexible issue and project management softwareRating: 7 out of 10IncentivizedMay 13, 2021Use Cases and Deployment ScopeJira is being used across the entire organization for different needs.The R&amp;D team is the main ""heavy"" consumer to manage the development of our software, but Jira is ...",9
Jira,Jira is Great for Advanced Users,N/A,"It integrates with all of its projects, like BitbucketIt has dedicated client apps for iOS, and MacRidiculous amount of customization and integrations","Features that are ""on"" by default are overwhelming to users new to JiraImage embedding in tickets via url doesn't work, we always have to upload themMoving lots of cards quickly glitches boards out, you have to do it slowly otherwise when you move a card, it might not actually move","Jira is Great for Advanced UsersRating: 7 out of 10IncentivizedMay 13, 2021Use Cases and Deployment Scope[Jira Software is] used by developers who are on contracts with companies that support its use. It solves the problem of managing software projects and progress.ProsIt integrates with all of its ...",10
Jira,Jira - the software project management king,N/A,OrganizeCustomizationAccountability,Steep learning curveNo dark modeLegacy Jira was arguably better,"Jira - the software project management kingRating: 10 out of 10IncentivizedMay 13, 2021Use Cases and Deployment ScopeJira is an integral part of our organization. If it's not used across the whole organization it's probably close to 90%. We use it to manage our internal software projects and product...",10
Jira,Improve company communication and Resolve Customer Issues in RealTime,N/A,"Able to customize your Dashboard for better organization of tasksImproves communication and Customer ServiceReal time Issue ResolutionEasy to use, learn and train","Honestly, I [have] no issues with Jira","Improve company communication and Resolve Customer Issues in RealTimeRating: 10 out of 10IncentivizedMay 12, 2021Use Cases and Deployment ScopeJira [Software] was used as a ticket system that was used by all customer service agent for the Operations Department to resolve. We are able to organize, de...",10
Jira,Agile Project management tool.!!,N/A,"Easily customizable, one can create flow charts, work charts with help of [Jira Software]Connects with other major tools for easy integration.Easy to keep track of all the issue raised through jira.Very clean UI easily understandableHelps in connecting all team in an organization under one roof.Best for agile and scrum project management","File uploading size is limited which is very annoying sometimesMobile app is not much usable becomes laggy and very heavy.Customizing it for first time is difficult as one need clear vision what they need to do, otherwise it becomes confusingWith so much features is single app one can get tricked into many useless things which consume time.","Agile Project management tool.!!Rating: 8 out of 10IncentivizedMay 7, 2021Use Cases and Deployment ScopeJira [Software] is used to maintain workload in our organization. It is used for implementing any new features in software. Also used for [tracking] any issue raised. It is used [in the] whole org...",10
Jira,Implement Agile using Jira,N/A,Kanban boards to get holistic view of project requirements/deliverablesGenerates different type of out of box reports and charts to track and manage individuals and projectsIntegration support with other tools like confluene,Not an easily understandable interface for new users to explore by themselves. Dedicated training is required to educate how to use itCustomization for different projects to records different fields in not very easy for administratorsReports and charts are not providing downloadable option to shareLinking stories to task and sub-task are little bit complex. Can provide drag and drop option.,"Implement Agile using JiraRating: 10 out of 10IncentivizedMay 7, 2021Use Cases and Deployment Scope<div>We are using Jira Software to track and manage everything for a project. Right from requirement logging as an epic/user stories to tracking their deliverables.</div><div></div><div>We are using Ji...",10
Jira,"For Agile, Jira is the best",N/A,Easy to create board and dashboardsFlexibleCustomizable,"Has a learning curve, but not very muchNeed some plugins like big picture, confluence etcFirst setup","For Agile, Jira is the bestRating: 9 out of 10IncentivizedApril 29, 2021Use Cases and Deployment ScopeWe use Jira Software at IT Development and IT Operations processes. Approximately 500+ users use Jira Software. Jira Software provides major contribution to our Agile Software Development process wi...",10
Jira,"Jira, a must have product to track all your open ended tickets",N/A,"[Prioritizing] the tasks and add them to current/ next sprint based on importance and urgency of completing itDocumenting everything, including wireframes, scope, comments and updates in just 1 ticket rather than multiple emails/ chats etcEasy tracking of past events, closure, updates and where did the task end up",Adding of additional fields (if needed) to track a few metrics is not availableMost important things for tickets is to see what was the TAT (Turn around Time) and that doesn't come automatically,"Jira, a must have product to track all your open ended ticketsRating: 8 out of 10IncentivizedApril 28, 2021Use Cases and Deployment ScopeJira is being used across the organization and very prevalant between the Technology, Product and Data Analytics team. It helps prioritize the work, set timelines ...",10
Jira,Jira surprises with its modes of use for managing Project data,N/A,,Jira does not include a manual configuration function for editing workflows using information modeling strategies.The platform tends to be slow when working with external workflows while they load.Jira does not integrate with Analytics tracking platforms extensive enough to be able to review our performance figures during marketing campaigns we do to the project from some other non-Atlassian software.,"Jira surprises with its modes of use for managing Project dataRating: 9 out of 10IncentivizedApril 27, 2021Use Cases and Deployment ScopeWe love to try new services for the project management area, and we have decided to stay with Jira as the main platform for scheduling and workflow configuration, ...",10
Jira,"Jira - lots of features, flexibility, customizability - at a cost.",N/A,"Customizability is impressive. Being able to establish automations and custom fields of all types helps when we need to build new templates to support different efforts.Integration into third-party apps like Git, Bitbutcket, and Zendesk helps streamline our processes and visibility across teams.Easily customizable dashboards are a huge help when it comes to analyzing the vast amount of data available in Jira Software.","Bloated - the app has so [many] features and functionality that it tends to bog down from time to time.Expensive - Jira Software is by far one of the most expensive offerings out there.No dark mode support - it's 2021, we should have [a] dark mode.Nickle and dime features - Need to pay for common functionality like Git integration.Lack of automated alerts around metrics like ticket age, last update, etc.","Jira - lots of features, flexibility, customizability - at a cost.Rating: 6 out of 10IncentivizedApril 13, 2021Use Cases and Deployment ScopeThe CS, Engineering, and Product teams use Jira Software to manage platform defects, feature requests, and tasks. We also use Jira Software to track projects f...",10
Jira,JIRA: A helpful tool for project roadmapping,N/A,Addressing issues that come up.Fixing bugs/assigning the right employees to handle it.Keeping track of the status of projects.,No locking feature for a case if a person is working on it.Lack of test and requirement management.,"JIRA: A helpful tool for project roadmappingRating: 8 out of 10IncentivizedApril 12, 2021Use Cases and Deployment ScopeWe use Jira to follow progress in every step of the way for projects the company is currently working on. We can track bugs or issues that come up and have the correct people be att...",10
Jira,Jira is the best for engineering and software development,N/A,Automating workflows and mundane processes.Provide a great UI and visual queues to get work down easily.Establishes best practices and support overall engineering workflows.,"It's not very intuitive when building reports; this area could be more robust.They have been working on the ""Next Gen"" projects and it doesn't currently have all of the functionality as the Classic version; could improve on that.There is an automation section. It seems somewhat unreliable.","Jira is the best for engineering and software developmentRating: 10 out of 10IncentivizedApril 10, 2021Use Cases and Deployment ScopeJira is used by the majority of our organization, within most departments, and used for a variety of workflow processing. Each department has a specific use case for i...",11
Jira,The last one Project-Management tool you will ever want to use!,N/A,Great customization of processes and instances.Easily configurable across various teams.Easy to learn and use with minimal training.,API-integrations could be better implemented.Bulk-uploading can be clumsy and require a lot of diligence to use.,"The last one Project-Management tool you will ever want to use!Rating: 9 out of 10IncentivizedApril 9, 2021Use Cases and Deployment ScopeJira Software is being commonly used by various teams across our organization, and by our business partners. Various types of software teams are using Jira: softwa...",11
Jira,How Jira has helped us organize our projects,N/A,"Project management is a great feature. It can be a little confusing at first to understand how to use it, but once you have it down, it works so well.",Terminology is confusing to a first-time user. Having some explanation of the terms and what they mean would be helpful.,"How Jira has helped us organize our projectsRating: 7 out of 10IncentivizedFebruary 20, 2021Use Cases and Deployment ScopeWe use Jira with our IT department to manage IT tickets and also IT projects. It's really helped organize the team. I moved from managing my inbox as my to-do list to using Jira,...",11
Jira,Best Project Management Tool,N/A,Easy to use.Can properly track project and bug.Fits for agile methodology.Single view for all user stories.Record documents.High customization.Work remotely on mobilePersonalize your workflow,The tool can be expensive.No collaboration features.Hard to set up.Complicated user interface.,"Best Project Management ToolRating: 8 out of 10IncentivizedAugust 3, 2020Use Cases and Deployment ScopeJira Software has been used by our organisation for the past 2 years, mainly for:<ul><li>Managing agile and scrum team.</li><li>Capture and report bugs.</li><li>Organize projects.</li><li>To get de...",11
Jira,Jira Software in CICD,N/A,"Jira can be changed to different stages like In Review, In Development etc.It can effectively be used to identify hours spent on each story/Jira.It can be connected with Bitbucket to create branch in repository.",It could create an extension to use applications like Outlook to send mails.It could add more audit-related fields to track change history.It is hard to tell the time spent if the same Jira have been used by more than 1 person.,"Jira Software in CICDRating: 10 out of 10IncentivizedJuly 14, 2020Use Cases and Deployment ScopeThe client has revamped the whole development process and as a part of it, Jira's application is being used to track the development. The idea is to deploy Jira across the organization.It effectively mana...",11
Jira,Great software for agile management,N/A,Agile project management.Projects monitoring.Road maps.Customization.,Not intuitive.Takes time to get used to it and remember how it works.When something is created earlier the date and time should be exact.,"Great software for agile managementRating: 8 out of 10IncentivizedJune 23, 2020Use Cases and Deployment ScopeWe have started to use Jira within our IT and marketing teams to create new products for our customers and track the progress easily. The integration was easy and my overall experience was go...",11
Jira,Jira Only!!,N/A,"Sprint boardDefect boardCrate tasks, sub-tasks, spikes and epics.Record documents","ultant in Information Technology (5001-10,000 employees)","Jira Only!!Rating: 10 out of 10IncentivizedJune 1, 2020Use Cases and Deployment ScopeJira software is being used to manage all sprint activities and tasks. Different issues are created and all team members can add their sub-tasks there. It also works perfectly for defect tracking.ProsSprint boardDef...",11
Jira,A must-have tool!,N/A,Issue logging and tracking.Dashboards.,You need to save the filter and basically make it public before using it in the gadget on the dashboard. If it's not public the gadget will not be displayed to any other user. This is a tedious task sometimes.There should some way where you can save your formats of bug logging etc. so you don't have to type the same things every time and you can just simply pre-populate the format.,"A must-have tool!Rating: 9 out of 10IncentivizedFebruary 18, 2020Use Cases and Deployment ScopeJIRA is used across my organization. For me, it's the best project management software available.We use it for all purposes. The fields are really extensive and easy to use. Additionally, the filters are v...",11
Jira,Powerful Tool for Task Management and Collaboration!,N/A,"Great ticketing system for IT.JIRA supported my work managing conferences, serving as a workflow management tool, very strong around dependencies.",Custom templates would be GREAT! I used the same basic template for most conferences I managed but had to recreate it from scratch each time.Requires lots of attention and careful use by diligent employees.,"Powerful Tool for Task Management and Collaboration!Rating: 9 out of 10IncentivizedDecember 18, 2019Use Cases and Deployment Scopebepress adopted JIRA across the entire organization to be used in conjunction with Confluence, however the result with JIRA tended to be departments using the software in...",11
Jira,Jira Software Review,N/A,SchedulingTask BoardUser storiesTimesheetsEstimationTask Assignment,IT ultant in Information Technology at HealthSparq (201-500 employees),"Jira Software ReviewRating: 9 out of 10IncentivizedDecember 10, 2019Use Cases and Deployment ScopeJira is used across the organization. This includes the development team, business analysts, project managers, and others. This is used to save project requirements as user stories. Estimation is also d...",11
Jira,JIRA is the best!,N/A,"It is very user-friendly.Bulk change option is the best thing in JIRA Software. If anything we need to change or update in written test cases, we can easily update all the written test cases by using bulk change option. No need to update manually for each test case. It's very cool and saves time!We can attach the photos, videos for the reference in posted bugs.","We can only upload the files (images, videos) less than 10 MB in size.It would be great if we upload the files more than 10 MB size.JIRA is not an open-source tool. So it is not possible to use at some start-up companies.","JIRA is the best!Rating: 10 out of 10IncentivizedNovember 16, 2019Use Cases and Deployment ScopeIn my office, I am working as in Quality Assurance and we all are using JIRA Software to track issues. This is the best tool for tracking all the issues, stories, epic, test cases, etc. So far, I haven't ...",12
Jira,Best Project Management Tool,N/A,Kanban Board - Track the features using workflow methodology.Email notification when the ticket is assigned to specific users.Filter the the JIRA tickets using keyword search functionality.,User Interface can be improved more by adopting modern designs.Artificial Intelligence can be integrated for automating lots of process.Chat functionality also can also be integrated to JIRA for real time communication.,"Best Project Management ToolRating: 9 out of 10IncentivizedSeptember 30, 2019Use Cases and Deployment ScopeJIRA software is used for project management. It helps us to track the progress of the project using a Kanban board.ProsKanban Board - Track the features using workflow methodology.Email notifi...",12
Jira,JIRA: A great bridge between PM and R&D,N/A,Organization of featuresStory development for R&DRelease candidate control,Ease of searchingEditingProcess flow of feature developmentAcceptance Criteria development,"JIRA: A great bridge between PM and R&DRating: 8 out of 10IncentivizedAugust 20, 2019Use Cases and Deployment ScopeOur organization uses JIRA as a project management tool between our project management office, our product management team, and our research and development team to plan, coordinate, an...",12
Jira,Jira for Enterprise Business,N/A,JIRA makes collaboration very easyJIRA allows us to keep a line of sight on all of the tasks that are on goingJIRA also allows for easy export of data for reporting and such,"The UI In JIRA is not very intuitive, they have comingled products and navigation is difficult at timesJIRA can be annoying with the number of email notifications it shoots outJIRA's security model is overly complex and can lead to issues","Jira for Enterprise BusinessRating: 5 out of 10IncentivizedAugust 19, 2019Use Cases and Deployment ScopeJIRA is being currently utilized as a second tier ticketing and workflow management system. Our users create a ticket in our regular ticketing system for an enhancement and such. Once it has been ...",12
Jira,Jira makes agile software development management easy,N/A,,,"Jira makes agile software development management easyRating: 8 out of 10IncentivizedAugust 17, 2019Use Cases and Deployment ScopeWe use Jira as the product management tool for our agile web team of about 12 people that are doing a major redesign/rebuilding of our city's main website. It's used to pl...",12
Jira,Manage your projects with a simple and easy to use interface,N/A,"It is very simple, basic and simple to use.It allows precise customizable estimates according to the needs of the project.You can have administrative control of the company's activities (projects, processes, procedures).It is compatible in virtually all databases.It offers Web access with support for the main browsers in the market, email notifications, as well as many applications that provide additional resources to Jira.","Although Jira is an excellent tool for project management, the cost can be somewhat expensive.Its initial configuration proved to be complicated.It can be difficult for beginners, because it is difficult to understand its characteristics.","Manage your projects with a simple and easy to use interfaceRating: 9 out of 10IncentivizedAugust 17, 2019Use Cases and Deployment ScopeIt is being used throughout our organization. We use it to plan, monitor and develop your projects quickly and easily. With Jira, plan your daily work by creating u...",12
Jira,JIRA works,N/A,Project trackingIndividual task trackingIntegration with Github,Communication with team members is adequate but not as good as other softwareNot as many software integrations as I would likeCan't delete tasks unless you are super user,"JIRA worksRating: 8 out of 10IncentivizedAugust 14, 2019Use Cases and Deployment ScopeJIRA Software is used by the website development group. It tracks our new projects, our system bugs, and system problems. We use it to communicate with our workers who are off-site. We also use JIRA with Github to ...",12
Jira,JIRA for an easy kickstart,N/A,,"The processes can not be thoroughly analyzed, visualized and managed. Although a basic reporting is available and reports can be customized, the process discovery in a complex environment is not supported. This can, however, be provided by an external process mining application. JIRA can export the data or provides access to its database via API.","JIRA for an easy kickstartRating: 10 out of 10IncentivizedAugust 13, 2019Use Cases and Deployment ScopeI have experienced JIRA in two major areas:1 ) a tool supporting internal users or client requests (internal or external service desk/help desk).2) a teamworking tool for the sharing of software sp...",12
Jira,The winning combination for your software development team: JIRA + Agile,N/A,Easy to use bug tracking features.It has a great support for Agile SCRUM and Kanban software development methodologies.Promotes collaboration within the team and across teams.It is extremely configurable and allows a system admin to address complex project management requirements.,,"The winning combination for your software development team: JIRA + AgileRating: 10 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeWe use JIRA as a project management and a bug tracking tool for most of the company projects. Whether it is software development, ASIC design or IP dev...",12
Jira,JIRA is a great project management tool,N/A,Easily manage workload.Get all useful information and links to useful documents.Check the status of a project.Integration with Git.,There is no code refactoring plugin.We can prioritize the projects.The user interface makes it a bit complex to search for all items.,"JIRA is a great project management toolRating: 9 out of 10IncentivizedAugust 12, 2019Use Cases and Deployment ScopeJIRA is being used in our organization to manage software development. It is used to easily manage the workload. It makes our developer's job easier as they can get all the information ...",12
